3984,Protein Power Greens Smoothie,Berry Protein Power,23,0.015002087,42,0.027395116,45,0.02935191,0.547619048,0.511111111,18.65701587
5010,All Natural Homogenized Vitamin D Milk,Lit'l Smokies Turkey Smoked Sausage,16,0.010436235,64,0.041744938,21,0.013697558,0.25,0.761904762,18.25142857
12159,Diet Cranberry with Lime Juice,Flour Tortilla,17,0.011088499,33,0.021524734,44,0.028699645,0.515151515,0.386363636,17.94975207
12350,Flip Chocolate Haze Craze Low-Fat Greek Yogurt,Taylor Organic Baby Herb Salad,19,0.012393029,62,0.040440409,28,0.018263411,0.306451613,0.678571429,16.77953917
12352,Flip Chocolate Haze Craze Low-Fat Greek Yogurt,Activia Mixed Berry/Black Cherry Lowfat Yogurt,16,0.010436235,62,0.040440409,24,0.015654352,0.258064516,0.666666667,16.48516129
12799,Coffee All Natural Lowfat Yogurt,Shells & White Cheddar Mac & Cheese Family Size Macaroni and Cheese Organic,17,0.011088499,55,0.035874556,30,0.01956794,0.309090909,0.566666667,15.79578182
13281,Organic Edensoy Extra Vanilla Soy Milk,"Post Selects Great Grains Cereal Raisins, Dates and Pecans",16,0.010436235,28,0.018263411,56,0.036526821,0.571428571,0.285714286,15.64408163
13723,Dr. Zevia Zero Calorie Soda,Classic Carbonated Natural Mineral Water,16,0.010436235,63,0.041092674,25,0.016306617,0.253968254,0.64,15.57455238
13761,Kickin' Chicken Recipe Dog Food,Chillin' Chicken Recipe,26,0.016958881,44,0.028699645,60,0.03913588,0.590909091,0.433333333,15.09890909
1663,Reduced Fat Mozzarella & Cheddar Polly-O Cheese Twists,Chessmen Cookies,23,0.015002087,50,0.032613233,47,0.030656439,0.46,0.489361702,15.00500426
2887,Healthy Request Condensed Soup Chicken With Rice,Grape Fruit Ice Bars,20,0.013045293,36,0.023481528,60,0.03913588,0.555555556,0.333333333,14.19555556
13768,Squirrelly Sprouted Grain Bread,Soft Licorice Bar,17,0.011088499,80,0.052181173,23,0.015002087,0.2125,0.739130435,14.16469565
15888,Wheat Sandwich Bread,"9\"" Paper Plates",33,0.021524734,68,0.044353997,53,0.034570027,0.485294118,0.622641509,14.03800222
1664,Reduced Fat Mozzarella & Cheddar Polly-O Cheese Twists,Favorites Alfredo Pasta with Chicken & Broccoli,16,0.010436235,50,0.032613233,35,0.022829263,0.32,0.457142857,14.01709714
15908,2% Milkfat Reduced Fat Milk,Soft Pretzel Bites,17,0.011088499,85,0.055442496,22,0.014349823,0.2,0.772727273,13.93745455
3976,Panama Peach Antioxidant Infusion,Classic Roast Coffee K-Cups,26,0.016958881,57,0.037179086,51,0.033265498,0.456140351,0.509803922,13.71211558
1941,Classic Roast Coffee K-Cups,Scoops,20,0.013045293,51,0.033265498,44,0.028699645,0.392156863,0.454545455,13.66417112
15995,Whole Grains Double Fiber Bread,Natural Deli Style Sliced Extra Sharp Cheddar Cheese,16,0.010436235,34,0.022176999,53,0.034570027,0.470588235,0.301886792,13.61260821
15996,Black Raspberry Sparkling Water Drink,Sparkling Kiwi Strawberry Soda,16,0.010436235,55,0.035874556,33,0.021524734,0.290909091,0.484848485,13.51510744
16000,Krunchers! Kettle Cooked Mesquite Bar-B-Que Potato Chips,Natural Mozzarella Deli Style Sliced Cheese,16,0.010436235,32,0.020872469,57,0.037179086,0.5,0.280701754,13.44842105
3985,Protein Power Greens Smoothie,Strawberry Lemonade,18,0.011740764,42,0.027395116,49,0.031960968,0.428571429,0.367346939,13.40921283
16001,Diet,Fruit By The Foot Berry Tie Dye Fruit Snacks,23,0.015002087,80,0.052181173,33,0.021524734,0.2875,0.696969697,13.35672727
12802,Coffee All Natural Lowfat Yogurt,Plain Nonfat Yogurt,24,0.015654352,55,0.035874556,51,0.033265498,0.436363636,0.470588235,13.11760428
16587,Original Almond Butter,Organic Sweetened Almond Milk,25,0.016306617,49,0.031960968,61,0.039788144,0.510204082,0.409836066,12.82301773
16927,Tender Favorites Poultry & Beef Variety Pack Wet Cat Food,IPA,17,0.011088499,56,0.036526821,37,0.024133793,0.303571429,0.459459459,12.57868726
17097,Tropical Natural Stress Relief Drink,"Organic Turkey with Rosemary, Sage & Thyme Bone Broth",19,0.012393029,31,0.020220205,75,0.04891985,0.612903226,0.253333333,12.52872258
17098,Light Style Soft Wheat Bread,Dinosaur Shapes Chicken Breast Nuggets,19,0.012393029,57,0.037179086,41,0.026742851,0.333333333,0.463414634,12.46439024
17122,Blazin' Beef Recipe Dog Food,Kickin' Chicken Recipe Dog Food,16,0.010436235,45,0.02935191,44,0.028699645,0.355555556,0.363636364,12.38884848
16928,Tender Favorites Poultry & Beef Variety Pack Wet Cat Food,White Chocolate Macadamia Nutrition Bar,19,0.012393029,56,0.036526821,43,0.028047381,0.339285714,0.441860465,12.09687708
2888,Original Strawberry Gelatin,Grape Fruit Ice Bars,17,0.011088499,36,0.023481528,60,0.03913588,0.472222222,0.283333333,12.06622222
15891,Wheat Sandwich Bread,Heavy Duty Plastic Spoons,18,0.011740764,68,0.044353997,34,0.022176999,0.264705882,0.529411765,11.93605536
15909,2% Milkfat Reduced Fat Milk,Vanilla with Oreo/M&Ms Variety Pack Lowfat Yogurt,23,0.015002087,85,0.055442496,35,0.022829263,0.270588235,0.657142857,11.85269244
1939,Grab 'N Go® Cups & Lids 12 Ounce,Baked Pizza Goldfish Crackers,16,0.010436235,90,0.05870382,23,0.015002087,0.177777778,0.695652174,11.8502029
1946,Panama Peach Antioxidant Infusion,No Salt Added Fresh Cut Sweet Peas,25,0.016306617,57,0.037179086,57,0.037179086,0.438596491,0.438596491,11.79686057
17125,Salted Almond Butter Filled Dark Chocolate Bar,Omega 3 Gummy Worms Strawberry,22,0.014349823,61,0.039788144,47,0.030656439,0.360655738,0.468085106,11.76443669
17716,Lowfat Peach Yogurt,Forest Berry Natural Lowfat Yogurt,29,0.018915675,67,0.043701732,57,0.037179086,0.432835821,0.50877193,11.64191673
20966,Lunchables Ham & Cheddar with Cracker Stackers,Classic Corn Dogs,17,0.011088499,61,0.039788144,37,0.024133793,0.278688525,0.459459459,11.54764732
20981,Real Cheddar Baked Cheese Puffs,Old Fashioned Red Liquorice,17,0.011088499,108,0.070444584,21,0.013697558,0.157407407,0.80952381,11.49164021
20984,Andouille Sausage,Crunch Time,17,0.011088499,30,0.01956794,77,0.050224379,0.566666667,0.220779221,11.2827013
22199,Protein Zone Double Berry Juice Smoothie,Protein Zone Protein Juice Smoothie,22,0.014349823,65,0.042397203,46,0.030004174,0.338461538,0.47826087,11.28048161
1945,Classic Roast Coffee K-Cups,No Salt Added Fresh Cut Sweet Peas,21,0.013697558,51,0.033265498,57,0.037179086,0.411764706,0.368421053,11.07517028
23022,Peppermint Mocha Liquid Coffee Creamer,Deli Fresh Honey Shaved Smoked Ham,16,0.010436235,51,0.033265498,44,0.028699645,0.31372549,0.363636364,10.9313369
2896,Healthy Request Condensed Soup Chicken With Rice,Braided Twist Honey Wheat,26,0.016958881,36,0.023481528,102,0.066530996,0.722222222,0.254901961,10.85542484
23025,45 Calories & Delight Wheat Bread,Sweet Cream Whipped Butter Salted,16,0.010436235,57,0.037179086,40,0.026090587,0.280701754,0.4,10.75873684
23391,Rich & Creamy Fat-Free Half & Half Ultra-Pasteurized,100% Liquid Egg Whites,17,0.011088499,53,0.034570027,46,0.030004174,0.320754717,0.369565217,10.69033634
16007,Savory Butter Rolls,Ready Rice Roasted Chicken Flavored,16,0.010436235,51,0.033265498,45,0.02935191,0.31372549,0.355555556,10.6884183
23399,Thins Light & Tasty Snack Crackers Italian Herb,Grilled Chicken Breasts,17,0.011088499,49,0.031960968,50,0.032613233,0.346938776,0.34,10.63797551
25944,Apple Quinoa Cinnamon Oatmeal Fruit Squeeze,Raspberry Coconut Oatmeal Fruit Squeeze,18,0.011740764,67,0.043701732,39,0.025438322,0.268656716,0.461538462,10.56110218
12353,Flip Chocolate Haze Craze Low-Fat Greek Yogurt,Flip Coffee Break Bliss Greek Yogurt,17,0.011088499,62,0.040440409,40,0.026090587,0.274193548,0.425,10.50929032
23392,Eggo Mini Homestyle Waffles,100% Liquid Egg Whites,21,0.013697558,67,0.043701732,46,0.030004174,0.313432836,0.456521739,10.44630759
1942,Panama Peach Antioxidant Infusion,Scoops,17,0.011088499,57,0.037179086,44,0.028699645,0.298245614,0.386363636,10.39196172
25946,Microwave Safe Paper Cups,Ice Bag,18,0.011740764,48,0.031308704,56,0.036526821,0.375,0.321428571,10.26642857
12161,Diet Cranberry with Lime Juice,15 Calories Light Lemonade,18,0.011740764,33,0.021524734,82,0.053485702,0.545454545,0.219512195,10.19813747
26223,White Chocolate Macadamia Nutrition Bar,Tender Favorites Poultry & Beef Variety Pack Wet Cat Food,16,0.010436235,43,0.028047381,56,0.036526821,0.372093023,0.285714286,10.18684385
26857,Smartfood White Cheddar Cheese Popcorn,G2 Glacier Freeze Drink,16,0.010436235,102,0.066530996,24,0.015654352,0.156862745,0.666666667,10.02039216
27537,Grilled Chicken Breasts,Thins Light & Tasty Snack Crackers Italian Herb,16,0.010436235,50,0.032613233,49,0.031960968,0.32,0.326530612,10.01221224
27590,Fiesta Lime Rice Chips,Tikka Masala Indian Cooking Sauce,20,0.013045293,96,0.062617408,32,0.020872469,0.208333333,0.625,9.98125
29781,Cut Russet Potatoes Steam N' Mash,Ground Beef,16,0.010436235,37,0.024133793,67,0.043701732,0.432432432,0.23880597,9.895086729
29783,Cinnamon Raisin Oat Bar,Lemon Poppyseed Oat Bar,23,0.015002087,62,0.040440409,58,0.03783135,0.370967742,0.396551724,9.805828699
29784,Crispy Rice Cereal,White Unscented Facial Tissue,21,0.013697558,55,0.035874556,60,0.03913588,0.381818182,0.35,9.756218182
32011,Cranberry Walnut Bread,100% Premium Arabica Ground Coffee,24,0.015654352,73,0.04761532,52,0.033917762,0.328767123,0.461538462,9.693066386
1949,Classic Roast Coffee K-Cups,Grab 'N Go® Cups & Lids 12 Ounce,29,0.018915675,51,0.033265498,90,0.05870382,0.568627451,0.322222222,9.686379085
25947,Microwave Safe Paper Cups,Organic Quinoa Hot Cereal Flakes,20,0.013045293,48,0.031308704,66,0.043049468,0.416666667,0.303030303,9.678787879
13762,Blazin' Beef Recipe Dog Food,Chillin' Chicken Recipe,17,0.011088499,45,0.02935191,60,0.03913588,0.377777778,0.283333333,9.652977778
23406,Thins Light & Tasty Snack Crackers Italian Herb,Naturally Smoked Oysters in Pure Olive Oil,18,0.011740764,49,0.031960968,60,0.03913588,0.367346939,0.3,9.38644898
32481,Large Enriched Bread,Special K Red Berries Cereal,24,0.015654352,69,0.045006262,57,0.037179086,0.347826087,0.421052632,9.355423341
2882,100% Whole Wheat Pre-Sliced Bagels,Original Strawberry Gelatin,24,0.015654352,111,0.072401378,36,0.023481528,0.216216216,0.666666667,9.207927928
32713,"Tuna, Solid Pack Light",Thin Sliced Provolone Cheese,16,0.010436235,43,0.028047381,62,0.040440409,0.372093023,0.258064516,9.201020255
32715,No Sugar Added Applesauce,Foam Plates,21,0.013697558,84,0.054790232,42,0.027395116,0.25,0.5,9.125714286
33319,Organic Baby Food Fruit Mashup Mama Bear Blueberry 7+ Mo,Organic Baby Food Fruit Mashup Green Kale & Apples 7+ Months,19,0.012393029,47,0.030656439,68,0.044353997,0.404255319,0.279411765,9.114292866
33321,Whole Grain Oatmeal Bread,"Mini 8\"" Italian Pizza Crusts",18,0.011740764,49,0.031960968,62,0.040440409,0.367346939,0.290322581,9.083660303
33324,"Pizza, Rice Crust, Cheese",Multi Seed English Muffin,18,0.011740764,78,0.050876644,39,0.025438322,0.230769231,0.461538462,9.071715976
13769,Squirrelly Sprouted Grain Bread,Baked Vegetable Brown Rice Snaps,25,0.016306617,80,0.052181173,53,0.034570027,0.3125,0.471698113,9.039622642
16589,Original Almond Butter,Organic Just Tart Cherry Juice,23,0.015002087,49,0.031960968,80,0.052181173,0.469387755,0.2875,8.995346939
23409,Thins Light & Tasty Snack Crackers Italian Herb,Refried Black Beans Low Fat,17,0.011088499,49,0.031960968,60,0.03913588,0.346938776,0.283333333,8.864979592
1950,Panama Peach Antioxidant Infusion,Grab 'N Go® Cups & Lids 12 Ounce,29,0.018915675,57,0.037179086,90,0.05870382,0.50877193,0.322222222,8.666760234
33744,Ciabatta Baguette,Rich Dark Chocolate,28,0.018263411,44,0.028699645,113,0.073705907,0.636363636,0.247787611,8.6338214
12351,Flip Peanut Butter Dream Greek Yogurt,Taylor Organic Baby Herb Salad,17,0.011088499,108,0.070444584,28,0.018263411,0.157407407,0.607142857,8.618730159
27538,Organic Dandelion Greens,Thins Light & Tasty Snack Crackers Italian Herb,30,0.01956794,110,0.071749113,49,0.031960968,0.272727273,0.612244898,8.533135436
16006,Diet,Ready Rice Roasted Chicken Flavored,20,0.013045293,80,0.052181173,45,0.02935191,0.25,0.444444444,8.517333333
13771,Squirrelly Sprouted Grain Bread,"Roasted Seaweed, Full Sheets, Sea Salt",20,0.013045293,80,0.052181173,45,0.02935191,0.25,0.444444444,8.517333333
17717,"Yogurt, Organic, Lowfat, Strawberry",Forest Berry Natural Lowfat Yogurt,29,0.018915675,92,0.060008349,57,0.037179086,0.315217391,0.50877193,8.478352403
16012,Diet,Savory Butter Rolls,22,0.014349823,80,0.052181173,51,0.033265498,0.275,0.431372549,8.266823529
35469,Cream on Top Strawberry Organic Yogurt,Organic Forest Berry Cream On Top Whole Milk Yogurt,18,0.011740764,96,0.062617408,35,0.022829263,0.1875,0.514285714,8.213142857
35471,Grape Sports Drink,Fruit Punch Sports Drink,18,0.011740764,24,0.015654352,140,0.091317053,0.75,0.128571429,8.213142857
7,Low fat Chocolate Milk,Organic Strawberry Banana Juice,16,0.010436235,100,0.065226466,30,0.01956794,0.16,0.533333333,8.17664
35474,Organic Baby Food Fruit Mashup Green Kale & Apples 7+ Months,Organic Baby Food Fruit Mashup Mama Bear Blueberry 7+ Mo,17,0.011088499,68,0.044353997,47,0.030656439,0.25,0.361702128,8.154893617
15894,Wheat Sandwich Bread,Garden Salad Mix,23,0.015002087,68,0.044353997,64,0.041744938,0.338235294,0.359375,8.102426471
1870,Ultra-Purified Water,Sea Salt Slow Roasted Pumpkin Seeds,17,0.011088499,161,0.105014611,20,0.013045293,0.105590062,0.85,8.094111801
25945,Apple Quinoa Cinnamon Oatmeal Fruit Squeeze,Oatmeal Blueberry Acai Flax Fruit Squeeze,18,0.011740764,67,0.043701732,51,0.033265498,0.268656716,0.352941176,8.076136962
2903,Healthy Request Condensed Soup Chicken With Rice,100% Whole Wheat Pre-Sliced Bagels,21,0.013697558,36,0.023481528,111,0.072401378,0.583333333,0.189189189,8.056936937
15911,2% Milkfat Reduced Fat Milk,Original Non-Dairy Coffee Creamer,16,0.010436235,85,0.055442496,36,0.023481528,0.188235294,0.444444444,8.016313725
36914,Original Sparkling Mountain Spring Water,2nd Foods - Beef & Beef Gravy,19,0.012393029,38,0.024786057,98,0.063921937,0.5,0.193877551,7.822040816
36917,Organic Lacinato Kale,Organic Celery,18,0.011740764,43,0.028047381,83,0.054137967,0.418604651,0.21686747,7.732182684
38447,Original Superfood Fruit Smoothie Blend,Porcini & Truffle Ravioli In Egg Pasta,64,0.041744938,130,0.084794406,98,0.063921937,0.492307692,0.653061224,7.701701727
39671,Organic Apple Cider,Organic Cold Pressed Carrot Juice,16,0.010436235,97,0.063269672,33,0.021524734,0.164948454,0.484848485,7.663205248
9,0 Calorie Fuji Apple Pear Water Beverage,Ultimates Chocolate Chip Lovers Cookie Dough,16,0.010436235,44,0.028699645,73,0.04761532,0.363636364,0.219178082,7.636961395
33325,Sweet Potato Gnocchi,Multi Seed English Muffin,17,0.011088499,88,0.05739929,39,0.025438322,0.193181818,0.435897436,7.594125874
40681,Crunch Time,Ultra Soft Toilet Paper,16,0.010436235,77,0.050224379,42,0.027395116,0.207792208,0.380952381,7.585009276
32489,Simply 100 Peach Blended  Non-Fat Greek Yogurt,Simply 100® Blueberry Blended Non-Fat Greek Yogurt,16,0.010436235,42,0.027395116,78,0.050876644,0.380952381,0.205128205,7.487765568
17720,Lowfat Peach Yogurt,"Yogurt, Organic, Lowfat, Strawberry",30,0.01956794,67,0.043701732,92,0.060008349,0.447761194,0.326086957,7.46164828
12354,Flip Peanut Butter Dream Greek Yogurt,Flip Coffee Break Bliss Greek Yogurt,21,0.013697558,108,0.070444584,40,0.026090587,0.194444444,0.525,7.452666667
40683,Shrimp Spring Roll,Chocolate Miracle Tart,17,0.011088499,84,0.054790232,43,0.028047381,0.202380952,0.395348837,7.215681063
16017,Savory Butter Rolls,Wieners,16,0.010436235,51,0.033265498,67,0.043701732,0.31372549,0.23880597,7.178788411
42931,All-Natural Harvest Grape Fruit Strip,Abundant Apricot Fruit Strip,17,0.011088499,101,0.065878731,36,0.023481528,0.168316832,0.472222222,7.168052805
42943,Master Brew Kombucha Lavender Melon,"Master Brew Kombucha, Pineapple Peach",16,0.010436235,44,0.028699645,78,0.050876644,0.363636364,0.205128205,7.147412587
2889,100% Whole Wheat Pre-Sliced Bagels,Grape Fruit Ice Bars,31,0.020220205,111,0.072401378,60,0.03913588,0.279279279,0.516666667,7.136144144
40686,Shrimp Spring Roll,Original Rice Drink,30,0.01956794,84,0.054790232,77,0.050224379,0.357142857,0.38961039,7.110946197
2883,Braided Twist Honey Wheat,Original Strawberry Gelatin,17,0.011088499,102,0.066530996,36,0.023481528,0.166666667,0.472222222,7.097777778
2,Essentials Organic Mighty Greens Juice,Asparagus Spears,16,0.010436235,28,0.018263411,125,0.081533083,0.571428571,0.128,7.008548571
42945,2nd Foods Ham & Ham Gravy,Fancy Feast Wet Classic Chicken Feast Cat Food,24,0.015654352,101,0.065878731,52,0.033917762,0.237623762,0.461538462,7.005879665
42966,Dairy Free Coconut Milk Chocolate Yogurt Alternative,Soy Chocolate Pudding,18,0.011740764,99,0.064574202,40,0.026090587,0.181818182,0.45,6.968727273
23395,Rich & Creamy Fat-Free Half & Half Ultra-Pasteurized,Eggo Mini Homestyle Waffles,16,0.010436235,53,0.034570027,67,0.043701732,0.301886792,0.23880597,6.907890735
42967,Cream Top Peach on the Bottom Yogurt,Cream Top Apricot Mango Fruit on the Bottom Yogurt,25,0.016306617,109,0.071096848,51,0.033265498,0.229357798,0.490196078,6.894765246
35410,"Yogurt, Organic, Lowfat, Strawberry",Organic Blueberry Lowfat Yogurt,21,0.013697558,92,0.060008349,51,0.033265498,0.22826087,0.411764706,6.861790281
42969,Grain Free Chicken Formula Cat Food,Grain Free Turkey & Salmon Formula Cat Food,28,0.018263411,74,0.048267585,85,0.055442496,0.378378378,0.329411765,6.824699523
42970,Organic Wedge Cut Oven Fries,Tomato Sauce & Three Cheese Pizza,19,0.012393029,89,0.058051555,48,0.031308704,0.213483146,0.395833333,6.818651685
43001,Organic Strawberry Chia Lowfat 2% Cottage Cheese,Organic Cottage Cheese Blueberry Acai Chia,17,0.011088499,63,0.041092674,61,0.039788144,0.26984127,0.278688525,6.7819516
2890,Braided Twist Honey Wheat,Grape Fruit Ice Bars,27,0.017611146,102,0.066530996,60,0.03913588,0.264705882,0.45,6.763764706
1954,Classic Roast Coffee K-Cups,Shredded Colby & Monterey Jack Cheeses,18,0.011740764,51,0.033265498,80,0.052181173,0.352941176,0.225,6.763764706
43005,Organic Peanut Butter Granola,White with 30% Cacao Content Organic Chocolate,25,0.016306617,63,0.041092674,90,0.05870382,0.396825397,0.277777778,6.75978836
40687,Spicy Shrimp Avocado Roll,Original Rice Drink,41,0.026742851,123,0.080228554,77,0.050224379,0.333333333,0.532467532,6.636883117
40698,Original Rice Drink,Chocolate Mint Miracle Tart,29,0.018915675,77,0.050224379,88,0.05739929,0.376623377,0.329545455,6.561463991
43501,Organic 2nd Foods Carrots Apples & Mangoes Baby Food,Organic 2nd Foods Fruit Apple Blackberry Baby Food Organic Purees Fruit/Veg,21,0.013697558,107,0.069792319,46,0.030004174,0.196261682,0.456521739,6.541145876
35470,Cream on Top Strawberry Organic Yogurt,Organic Blueberry Cream On Top Whole Milk Yogurt,27,0.017611146,96,0.062617408,67,0.043701732,0.28125,0.402985075,6.435671642
12355,Flip Chocolate Haze Craze Low-Fat Greek Yogurt,Flip Peanut Butter Dream Greek Yogurt,28,0.018263411,62,0.040440409,108,0.070444584,0.451612903,0.259259259,6.410896057
43508,"Tea, Radiant Raspberry","Hazelnuts in Milk Chocolate, 33% Cocoa",22,0.014349823,96,0.062617408,55,0.035874556,0.229166667,0.4,6.388
44287,Trilogy Kombucha,Kombucha Gingerade,24,0.015654352,107,0.069792319,54,0.035222292,0.224299065,0.444444444,6.368099688
23410,Organic Dandelion Greens,Refried Black Beans Low Fat,27,0.017611146,110,0.071749113,60,0.03913588,0.245454545,0.45,6.271854545
44288,Black Forest Berry Caffeine-Free Tea,Honest T Pomegranate Red Herbal Tea,29,0.018915675,111,0.072401378,64,0.041744938,0.261261261,0.453125,6.258513514
47199,Yours Truly Chocolate Covered Cones,Whole Milk Greek Plain,17,0.011088499,44,0.028699645,95,0.061965143,0.386363636,0.178947368,6.235177033
27542,Grilled Chicken Breasts,Organic Dandelion Greens,22,0.014349823,50,0.032613233,110,0.071749113,0.44,0.2,6.13248
47204,Cilantro Chili,Rice Thin Sesame Seed Gluten Free Crackers,21,0.013697558,50,0.032613233,105,0.06848779,0.42,0.2,6.13248
23400,Organic Dandelion Greens,Grilled Chicken Breasts,22,0.014349823,110,0.071749113,50,0.032613233,0.2,0.44,6.13248
47931,Mint Chocolate Chip Protein Bar,Gluten Free Vegan Chocolate Chocolate Chip Protein Bar,17,0.011088499,56,0.036526821,76,0.049572114,0.303571429,0.223684211,6.123834586
47932,Artesian Water,Lemon Verbena Fabric Softener,17,0.011088499,139,0.090664788,31,0.020220205,0.122302158,0.548387097,6.048512416
40696,Shrimp Spring Roll,Chocolate Mint Miracle Tart,29,0.018915675,84,0.054790232,88,0.05739929,0.345238095,0.329545455,6.014675325
5012,All Natural Homogenized Vitamin D Milk,Organic Hearty Split Pea & Uncured Ham Soup,17,0.011088499,64,0.041744938,68,0.044353997,0.265625,0.25,5.98875
40697,Spicy Shrimp Avocado Roll,Chocolate Mint Miracle Tart,42,0.027395116,123,0.080228554,88,0.05739929,0.341463415,0.477272727,5.948913525
5013,Pure & Smooth Green Tea,Organic Hearty Split Pea & Uncured Ham Soup,16,0.010436235,61,0.039788144,68,0.044353997,0.262295082,0.235294118,5.91367406
15913,2% Milkfat Reduced Fat Milk,Persian (Armenian) Cucumber,27,0.017611146,85,0.055442496,83,0.054137967,0.317647059,0.325301205,5.867362155
48064,Organic Strawberry Grassfed Whole Milk Yogurt,Grassfed Whole Milk Strawberry Yogurt,17,0.011088499,73,0.04761532,61,0.039788144,0.232876712,0.278688525,5.852917135
32484,Large Enriched Bread,Special K Fruit & Yogurt Cereal,16,0.010436235,69,0.045006262,61,0.039788144,0.231884058,0.262295082,5.827968639
48067,Organic Hazelnut Hemp Cacao Superfoods Bar,Coconut Kale & Cacao Organic Superfoods Bar,18,0.011740764,68,0.044353997,70,0.045658526,0.264705882,0.257142857,5.797512605
48069,Cold Brew Coffee Nitro Can,Free Ride Hibiscus Brew Craft Brewed Kombucha,20,0.013045293,136,0.088707994,39,0.025438322,0.147058824,0.512820513,5.780995475
20967,Calcium Pulp Free Orange Juice,Classic Corn Dogs,17,0.011088499,122,0.079576289,37,0.024133793,0.139344262,0.459459459,5.77382366
48387,O'Soy Fruit on the Bottom Blueberry Organic Soy Yogurt,O'Soy Fruit on the Bottom Strawberry Organic Soy Yogurt,43,0.028047381,106,0.069140054,108,0.070444584,0.405660377,0.398148148,5.758574423
16016,Diet,Wieners,20,0.013045293,80,0.052181173,67,0.043701732,0.25,0.298507463,5.720597015
48398,Organic Original Acai Berry + Guarana Smoothie Packs,Original Aloe Organic Aloe Vera Drink,18,0.011740764,173,0.112841787,28,0.018263411,0.104046243,0.642857143,5.696977704
48499,Organic Apple Cider Vinegar All Natural Drink Apple Cinnamon,Garden Vegetable Salad Roll,16,0.010436235,37,0.024133793,117,0.076314966,0.432432432,0.136752137,5.666417186
48502,Garden Salad Mix,Wheat Sandwich Bread,16,0.010436235,64,0.041744938,68,0.044353997,0.25,0.235294118,5.636470588
47933,Salted Caramel Lean Protein & Fiber Bar,Lemon Verbena Fabric Softener,19,0.012393029,167,0.108928199,31,0.020220205,0.113772455,0.612903226,5.626671818
48505,2nd Foods Chicken & Gravy,2nd Foods Turkey Meat,69,0.045006262,173,0.112841787,109,0.071096848,0.398843931,0.633027523,5.609867954
