,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
825,Organic Bluephoria Yerba Mate,Base Cookie Dough Protein Bar,7,0.022189818043492043,8,0.025359792049705194,8,0.025359792049705194,0.875,0.875,34.5034375
837,Organic Bluephoria Yerba Mate,Builder's Chocolate Peanut Butter Bar,7,0.022189818043492043,8,0.025359792049705194,8,0.025359792049705194,0.875,0.875,34.5034375
838,Base Cookie Dough Protein Bar,Builder's Chocolate Peanut Butter Bar,7,0.022189818043492043,8,0.025359792049705194,8,0.025359792049705194,0.875,0.875,34.5034375
3062,Quest Bar Chocolate Chip Cookie Dough Protein Bar,Chocolate Brownie Flavor Protein Bar,7,0.022189818043492043,8,0.025359792049705194,8,0.025359792049705194,0.875,0.875,34.5034375
3056,Quest Bar Chocolate Chip Cookie Dough Protein Bar,"Protein Bar, Vanilla Almond Crunch Flavor",7,0.022189818043492043,8,0.025359792049705194,8,0.025359792049705194,0.875,0.875,34.5034375
808,Apricot  Walnut & Coconut Granola Bar,"Granola Bar, Fig, Cranberry & Hazelnut",6,0.019019844037278896,7,0.022189818043492043,8,0.025359792049705194,0.8571428571428572,0.75,33.799285714285716
919,Apricot  Walnut & Coconut Granola Bar,"Cherry, Dark Chocolate & Almond Granola bar",6,0.019019844037278896,7,0.022189818043492043,8,0.025359792049705194,0.8571428571428572,0.75,33.799285714285716
860,Organic Bluephoria Yerba Mate,Organic Date Pecan & Coconut Granola Bar,6,0.019019844037278896,8,0.025359792049705194,7,0.022189818043492043,0.75,0.8571428571428572,33.799285714285716
737,Yerba Mate Orange Exuberance Tea,Awaken Aloe + Wheatgrass Drink,6,0.019019844037278896,8,0.025359792049705194,7,0.022189818043492043,0.75,0.8571428571428572,33.799285714285716
864,"Cherry, Dark Chocolate & Almond Granola bar",Organic Date Pecan & Coconut Granola Bar,6,0.019019844037278896,8,0.025359792049705194,7,0.022189818043492043,0.75,0.8571428571428572,33.799285714285716
882,Organic Bluephoria Yerba Mate,Apricot  Walnut & Coconut Granola Bar,6,0.019019844037278896,8,0.025359792049705194,7,0.022189818043492043,0.75,0.8571428571428572,33.799285714285716
741,"Granola Bar, Fig, Cranberry & Hazelnut",Awaken Aloe + Wheatgrass Drink,6,0.019019844037278896,8,0.025359792049705194,7,0.022189818043492043,0.75,0.8571428571428572,33.799285714285716
861,Base Cookie Dough Protein Bar,Organic Date Pecan & Coconut Granola Bar,6,0.019019844037278896,8,0.025359792049705194,7,0.022189818043492043,0.75,0.8571428571428572,33.799285714285716
3048,Quest Bar Chocolate Chip Cookie Dough Protein Bar,White Chocolate & Raspberry Protein Bar,6,0.019019844037278896,8,0.025359792049705194,7,0.022189818043492043,0.75,0.8571428571428572,33.799285714285716
3049,Chocolate Brownie Flavor Protein Bar,White Chocolate & Raspberry Protein Bar,6,0.019019844037278896,8,0.025359792049705194,7,0.022189818043492043,0.75,0.8571428571428572,33.799285714285716
763,Yerba Mate Orange Exuberance Tea,Peanut Butter Chocolate Chip Meal Bar,5,0.015849870031065746,8,0.025359792049705194,6,0.019019844037278896,0.625,0.8333333333333333,32.860416666666666
767,Builder's Chocolate Peanut Butter Bar,Peanut Butter Chocolate Chip Meal Bar,5,0.015849870031065746,8,0.025359792049705194,6,0.019019844037278896,0.625,0.8333333333333333,32.860416666666666
2501,Yerba Mate Orange Exuberance Tea,"Lentil Chips, Spicy Sriracha",5,0.015849870031065746,8,0.025359792049705194,6,0.019019844037278896,0.625,0.8333333333333333,32.860416666666666
2500,Organic Bluephoria Yerba Mate,"Lentil Chips, Spicy Sriracha",5,0.015849870031065746,8,0.025359792049705194,6,0.019019844037278896,0.625,0.8333333333333333,32.860416666666666
766,"Granola Bar, Fig, Cranberry & Hazelnut",Peanut Butter Chocolate Chip Meal Bar,5,0.015849870031065746,8,0.025359792049705194,6,0.019019844037278896,0.625,0.8333333333333333,32.860416666666666
915,"Lentil Chips, Spicy Sriracha","Cherry, Dark Chocolate & Almond Granola bar",5,0.015849870031065746,6,0.019019844037278896,8,0.025359792049705194,0.8333333333333333,0.625,32.860416666666666
3302,"Kombucha, Organic Raw, Lavender No. 3",Whole Wheat Bread,5,0.015849870031065746,7,0.022189818043492043,7,0.022189818043492043,0.7142857142857143,0.7142857142857143,32.18979591836735
739,Organic Date Pecan & Coconut Granola Bar,Awaken Aloe + Wheatgrass Drink,5,0.015849870031065746,7,0.022189818043492043,7,0.022189818043492043,0.7142857142857143,0.7142857142857143,32.18979591836735
3476,Bistro Organic Caesar Salad Bowl with Chicken,"Salad, Baby Spinach & Chicken",5,0.015849870031065746,7,0.022189818043492043,7,0.022189818043492043,0.7142857142857143,0.7142857142857143,32.18979591836735
902,Oraganic Lemon Elation Yerba Mate Drink,Blueberry Sheep Milk Yogurt,6,0.019019844037278896,10,0.03169974006213149,6,0.019019844037278896,0.6000000000000001,1.0,31.546
5224,"Granola, Veritas, Organic","Organic Cherry, Chia, and Vanilla Granola",9,0.02852976605591834,10,0.03169974006213149,9,0.02852976605591834,0.8999999999999999,1.0,31.546
768,Oraganic Lemon Elation Yerba Mate Drink,Peanut Butter Chocolate Chip Meal Bar,6,0.019019844037278896,10,0.03169974006213149,6,0.019019844037278896,0.6000000000000001,1.0,31.546
791,"Granola Bar, Fig, Cranberry & Hazelnut",Go Mango! Organic Dried Mango Slices,4,0.012679896024852597,8,0.025359792049705194,5,0.015849870031065746,0.5,0.8,31.545999999999996
792,Builder's Chocolate Peanut Butter Bar,Go Mango! Organic Dried Mango Slices,4,0.012679896024852597,8,0.025359792049705194,5,0.015849870031065746,0.5,0.8,31.545999999999996
2508,Organic Bluephoria Yerba Mate,Acai Berry Chia Bar,4,0.012679896024852597,8,0.025359792049705194,5,0.015849870031065746,0.5,0.8,31.545999999999996
790,"Cherry, Dark Chocolate & Almond Granola bar",Go Mango! Organic Dried Mango Slices,4,0.012679896024852597,8,0.025359792049705194,5,0.015849870031065746,0.5,0.8,31.545999999999996
4759,Oraganic Lemon Elation Yerba Mate Drink,Coconut Chia Bar,4,0.012679896024852597,10,0.03169974006213149,4,0.012679896024852597,0.4,1.0,31.545999999999996
5229,70% Dark Chocolate Candy Bar with Raspberries,Black House Coffee Roasty Stout Beer,4,0.012679896024852597,4,0.012679896024852597,10,0.03169974006213149,1.0,0.4,31.545999999999996
786,Base Cookie Dough Protein Bar,Go Mango! Organic Dried Mango Slices,4,0.012679896024852597,8,0.025359792049705194,5,0.015849870031065746,0.5,0.8,31.545999999999996
785,Organic Bluephoria Yerba Mate,Go Mango! Organic Dried Mango Slices,4,0.012679896024852597,8,0.025359792049705194,5,0.015849870031065746,0.5,0.8,31.545999999999996
743,Oraganic Lemon Elation Yerba Mate Drink,Awaken Aloe + Wheatgrass Drink,7,0.022189818043492043,10,0.03169974006213149,7,0.022189818043492043,0.7,1.0,31.545999999999996
972,Yerba Mate Orange Exuberance Tea,French Vanilla Yogurt Vanilla,7,0.022189818043492043,8,0.025359792049705194,9,0.02852976605591834,0.875,0.7777777777777778,30.66972222222222
970,Organic Bluephoria Yerba Mate,French Vanilla Yogurt Vanilla,7,0.022189818043492043,8,0.025359792049705194,9,0.02852976605591834,0.875,0.7777777777777778,30.66972222222222
745,Revel Berry Yerba Mate,Awaken Aloe + Wheatgrass Drink,6,0.019019844037278896,9,0.02852976605591834,7,0.022189818043492043,0.6666666666666667,0.8571428571428572,30.04380952380953
744,French Vanilla Yogurt Vanilla,Awaken Aloe + Wheatgrass Drink,6,0.019019844037278896,9,0.02852976605591834,7,0.022189818043492043,0.6666666666666667,0.8571428571428572,30.04380952380953
899,Apricot  Walnut & Coconut Granola Bar,Blueberry Sheep Milk Yogurt,4,0.012679896024852597,7,0.022189818043492043,6,0.019019844037278896,0.5714285714285715,0.6666666666666666,30.04380952380952
3484,Bistro Organic Caesar Salad Bowl with Chicken,Original Antiseptic Adult Mouthwash,4,0.012679896024852597,7,0.022189818043492043,6,0.019019844037278896,0.5714285714285715,0.6666666666666666,30.04380952380952
5530,Toffe + Sea Salt,Organic Peanut Butter Milk Chocolate Bar,4,0.012679896024852597,7,0.022189818043492043,6,0.019019844037278896,0.5714285714285715,0.6666666666666666,30.04380952380952
5527,Kiwi Strawberry Flavored Juice Drink,Wheat Dinner Roll,4,0.012679896024852597,7,0.022189818043492043,6,0.019019844037278896,0.5714285714285715,0.6666666666666666,30.04380952380952
764,Apricot  Walnut & Coconut Granola Bar,Peanut Butter Chocolate Chip Meal Bar,4,0.012679896024852597,7,0.022189818043492043,6,0.019019844037278896,0.5714285714285715,0.6666666666666666,30.04380952380952
765,Awaken Aloe + Wheatgrass Drink,Peanut Butter Chocolate Chip Meal Bar,4,0.012679896024852597,7,0.022189818043492043,6,0.019019844037278896,0.5714285714285715,0.6666666666666666,30.04380952380952
5300,Blue Machine 100%  Juice Smoothie,Kettle Corn Popcorn Chips,4,0.012679896024852597,7,0.022189818043492043,6,0.019019844037278896,0.5714285714285715,0.6666666666666666,30.04380952380952
900,Organic Date Pecan & Coconut Granola Bar,Blueberry Sheep Milk Yogurt,4,0.012679896024852597,7,0.022189818043492043,6,0.019019844037278896,0.5714285714285715,0.6666666666666666,30.04380952380952
3303,Hibiscus Organic Raw Kombucha,Whole Wheat Bread,4,0.012679896024852597,6,0.019019844037278896,7,0.022189818043492043,0.6666666666666666,0.5714285714285715,30.04380952380952
3070,Blueberry Protein Bar,Protein Bar Mint Chocolate,6,0.019019844037278896,8,0.025359792049705194,8,0.025359792049705194,0.75,0.75,29.574375
807,Yerba Mate Orange Exuberance Tea,"Granola Bar, Fig, Cranberry & Hazelnut",6,0.019019844037278896,8,0.025359792049705194,8,0.025359792049705194,0.75,0.75,29.574375
920,"Granola Bar, Fig, Cranberry & Hazelnut","Cherry, Dark Chocolate & Almond Granola bar",6,0.019019844037278896,8,0.025359792049705194,8,0.025359792049705194,0.75,0.75,29.574375
826,Yerba Mate Orange Exuberance Tea,Base Cookie Dough Protein Bar,6,0.019019844037278896,8,0.025359792049705194,8,0.025359792049705194,0.75,0.75,29.574375
839,Yerba Mate Orange Exuberance Tea,Builder's Chocolate Peanut Butter Bar,6,0.019019844037278896,8,0.025359792049705194,8,0.025359792049705194,0.75,0.75,29.574375
916,Organic Bluephoria Yerba Mate,"Cherry, Dark Chocolate & Almond Granola bar",6,0.019019844037278896,8,0.025359792049705194,8,0.025359792049705194,0.75,0.75,29.574375
917,Base Cookie Dough Protein Bar,"Cherry, Dark Chocolate & Almond Granola bar",6,0.019019844037278896,8,0.025359792049705194,8,0.025359792049705194,0.75,0.75,29.574375
769,French Vanilla Yogurt Vanilla,Peanut Butter Chocolate Chip Meal Bar,5,0.015849870031065746,9,0.02852976605591834,6,0.019019844037278896,0.5555555555555556,0.8333333333333333,29.209259259259255
770,Revel Berry Yerba Mate,Peanut Butter Chocolate Chip Meal Bar,5,0.015849870031065746,9,0.02852976605591834,6,0.019019844037278896,0.5555555555555556,0.8333333333333333,29.209259259259255
906,Yerba Mate Sparkling Classic Gold,Blueberry Sheep Milk Yogurt,6,0.019019844037278896,11,0.03486971406834464,6,0.019019844037278896,0.5454545454545455,1.0,28.67818181818182
772,Yerba Mate Sparkling Classic Gold,Peanut Butter Chocolate Chip Meal Bar,6,0.019019844037278896,11,0.03486971406834464,6,0.019019844037278896,0.5454545454545455,1.0,28.67818181818182
905,Cranberry Pomegranate Sparkling Yerba Mate,Blueberry Sheep Milk Yogurt,6,0.019019844037278896,11,0.03486971406834464,6,0.019019844037278896,0.5454545454545455,1.0,28.67818181818182
747,Yerba Mate Sparkling Classic Gold,Awaken Aloe + Wheatgrass Drink,7,0.022189818043492043,11,0.03486971406834464,7,0.022189818043492043,0.6363636363636364,1.0,28.67818181818182
771,Cranberry Pomegranate Sparkling Yerba Mate,Peanut Butter Chocolate Chip Meal Bar,6,0.019019844037278896,11,0.03486971406834464,6,0.019019844037278896,0.5454545454545455,1.0,28.67818181818182
2504,Cranberry Pomegranate Sparkling Yerba Mate,"Lentil Chips, Spicy Sriracha",6,0.019019844037278896,11,0.03486971406834464,6,0.019019844037278896,0.5454545454545455,1.0,28.67818181818182
934,"Lentil Chips, Spicy Sriracha",Edamame Hummus,6,0.019019844037278896,6,0.019019844037278896,11,0.03486971406834464,1.0,0.5454545454545455,28.67818181818182
2505,Yerba Mate Sparkling Classic Gold,"Lentil Chips, Spicy Sriracha",6,0.019019844037278896,11,0.03486971406834464,6,0.019019844037278896,0.5454545454545455,1.0,28.67818181818182
746,Cranberry Pomegranate Sparkling Yerba Mate,Awaken Aloe + Wheatgrass Drink,7,0.022189818043492043,11,0.03486971406834464,7,0.022189818043492043,0.6363636363636364,1.0,28.67818181818182
2512,Yerba Mate Sparkling Classic Gold,Acai Berry Chia Bar,5,0.015849870031065746,11,0.03486971406834464,5,0.015849870031065746,0.4545454545454546,1.0,28.67818181818182
4760,Yerba Mate Sparkling Classic Gold,Coconut Chia Bar,4,0.012679896024852597,11,0.03486971406834464,4,0.012679896024852597,0.36363636363636365,1.0,28.67818181818182
748,Jalapeno,Awaken Aloe + Wheatgrass Drink,5,0.015849870031065746,8,0.025359792049705194,7,0.022189818043492043,0.625,0.7142857142857143,28.166071428571428
884,Yerba Mate Orange Exuberance Tea,Apricot  Walnut & Coconut Granola Bar,5,0.015849870031065746,8,0.025359792049705194,7,0.022189818043492043,0.625,0.7142857142857143,28.166071428571428
5559,Organic Mashups Mixed Berry,Organic Mash ups Tropical Squeezable Fruit,5,0.015849870031065746,7,0.022189818043492043,8,0.025359792049705194,0.7142857142857143,0.625,28.166071428571428
883,Base Cookie Dough Protein Bar,Apricot  Walnut & Coconut Granola Bar,5,0.015849870031065746,8,0.025359792049705194,7,0.022189818043492043,0.625,0.7142857142857143,28.166071428571428
865,"Granola Bar, Fig, Cranberry & Hazelnut",Organic Date Pecan & Coconut Granola Bar,5,0.015849870031065746,8,0.025359792049705194,7,0.022189818043492043,0.625,0.7142857142857143,28.166071428571428
862,Yerba Mate Orange Exuberance Tea,Organic Date Pecan & Coconut Granola Bar,5,0.015849870031065746,8,0.025359792049705194,7,0.022189818043492043,0.625,0.7142857142857143,28.166071428571428
840,Apricot  Walnut & Coconut Granola Bar,Builder's Chocolate Peanut Butter Bar,5,0.015849870031065746,7,0.022189818043492043,8,0.025359792049705194,0.7142857142857143,0.625,28.166071428571428
2510,Revel Berry Yerba Mate,Acai Berry Chia Bar,4,0.012679896024852597,9,0.02852976605591834,5,0.015849870031065746,0.4444444444444445,0.8,28.04088888888889
794,Revel Berry Yerba Mate,Go Mango! Organic Dried Mango Slices,4,0.012679896024852597,9,0.02852976605591834,5,0.015849870031065746,0.4444444444444445,0.8,28.04088888888889
5563,Solid Tuna Fillet In Spring Water,Wild Mushroom Ravioli,4,0.012679896024852597,9,0.02852976605591834,5,0.015849870031065746,0.4444444444444445,0.8,28.04088888888889
3100,Fat Free Classic Ranch Dressing,Home Squeezed Style Calcium & Vitamin D 100% Orange Juice,4,0.012679896024852597,5,0.015849870031065746,9,0.02852976605591834,0.8,0.4444444444444445,28.04088888888889
809,Oraganic Lemon Elation Yerba Mate Drink,"Granola Bar, Fig, Cranberry & Hazelnut",7,0.022189818043492043,10,0.03169974006213149,8,0.025359792049705194,0.7,0.875,27.602749999999997
843,Oraganic Lemon Elation Yerba Mate Drink,Builder's Chocolate Peanut Butter Bar,7,0.022189818043492043,10,0.03169974006213149,8,0.025359792049705194,0.7,0.875,27.602749999999997
827,Oraganic Lemon Elation Yerba Mate Drink,Base Cookie Dough Protein Bar,7,0.022189818043492043,10,0.03169974006213149,8,0.025359792049705194,0.7,0.875,27.602749999999997
866,Oraganic Lemon Elation Yerba Mate Drink,Organic Date Pecan & Coconut Granola Bar,6,0.019019844037278896,10,0.03169974006213149,7,0.022189818043492043,0.6000000000000001,0.8571428571428572,27.039428571428573
885,Oraganic Lemon Elation Yerba Mate Drink,Apricot  Walnut & Coconut Granola Bar,6,0.019019844037278896,10,0.03169974006213149,7,0.022189818043492043,0.6000000000000001,0.8571428571428572,27.039428571428573
811,Revel Berry Yerba Mate,"Granola Bar, Fig, Cranberry & Hazelnut",6,0.019019844037278896,9,0.02852976605591834,8,0.025359792049705194,0.6666666666666667,0.75,26.288333333333334
810,French Vanilla Yogurt Vanilla,"Granola Bar, Fig, Cranberry & Hazelnut",6,0.019019844037278896,9,0.02852976605591834,8,0.025359792049705194,0.6666666666666667,0.75,26.288333333333334
3074,Revel Berry Yerba Mate,Organic Bluephoria Yerba Mate,6,0.019019844037278896,9,0.02852976605591834,8,0.025359792049705194,0.6666666666666667,0.75,26.288333333333334
845,Revel Berry Yerba Mate,Builder's Chocolate Peanut Butter Bar,6,0.019019844037278896,9,0.02852976605591834,8,0.025359792049705194,0.6666666666666667,0.75,26.288333333333334
5733,Black Bean Vegetables Burrito,"Bean, Rice and Cheddar Burrito",6,0.019019844037278896,9,0.02852976605591834,8,0.025359792049705194,0.6666666666666667,0.75,26.288333333333334
844,French Vanilla Yogurt Vanilla,Builder's Chocolate Peanut Butter Bar,6,0.019019844037278896,9,0.02852976605591834,8,0.025359792049705194,0.6666666666666667,0.75,26.288333333333334
5743,Light & Lean Black Bean and Cheese Enchilada,Hot & Spicy Asian Soup,4,0.012679896024852597,12,0.03803968807455779,4,0.012679896024852597,0.3333333333333333,1.0,26.28833333333333
5230,Organic Mint Dark Chocolate Bar,Black House Coffee Roasty Stout Beer,5,0.015849870031065746,6,0.019019844037278896,10,0.03169974006213149,0.8333333333333333,0.5,26.28833333333333
3071,Blueberry Protein Bar,Peanut Butter Egg White Protein Bar,4,0.012679896024852597,8,0.025359792049705194,6,0.019019844037278896,0.5,0.6666666666666666,26.28833333333333
2502,Oraganic Lemon Elation Yerba Mate Drink,"Lentil Chips, Spicy Sriracha",5,0.015849870031065746,10,0.03169974006213149,6,0.019019844037278896,0.5,0.8333333333333333,26.28833333333333
897,Base Cookie Dough Protein Bar,Blueberry Sheep Milk Yogurt,4,0.012679896024852597,8,0.025359792049705194,6,0.019019844037278896,0.5,0.6666666666666666,26.28833333333333
901,Builder's Chocolate Peanut Butter Bar,Blueberry Sheep Milk Yogurt,4,0.012679896024852597,8,0.025359792049705194,6,0.019019844037278896,0.5,0.6666666666666666,26.28833333333333
773,Jalapeno,Peanut Butter Chocolate Chip Meal Bar,4,0.012679896024852597,8,0.025359792049705194,6,0.019019844037278896,0.5,0.6666666666666666,26.28833333333333
2528,Blueberry Sheep Milk Yogurt,Original Roasted Seaweed Snacks,4,0.012679896024852597,6,0.019019844037278896,8,0.025359792049705194,0.6666666666666666,0.5,26.28833333333333
16,Spinach and Arugula Salad,"Deli Fresh Smoked Ham, 97% Fat Free, Gluten Free",4,0.012679896024852597,7,0.022189818043492043,7,0.022189818043492043,0.5714285714285715,0.5714285714285715,25.751836734693878
3317,"Kombucha, Organic Raw, Lavender No. 3",Toffe + Sea Salt,4,0.012679896024852597,7,0.022189818043492043,7,0.022189818043492043,0.5714285714285715,0.5714285714285715,25.751836734693878
5855,Mushroom Bites With Roasted Garlic & Olive Oil,Italian Herbs & Olive Oil Mozzarella Stix,4,0.012679896024852597,7,0.022189818043492043,7,0.022189818043492043,0.5714285714285715,0.5714285714285715,25.751836734693878
2509,Oraganic Lemon Elation Yerba Mate Drink,Acai Berry Chia Bar,4,0.012679896024852597,10,0.03169974006213149,5,0.015849870031065746,0.4,0.8,25.2368
5856,Hickory Smoked Ultra Thin Deli Slices,Reduced Fat Cheddar Cheese Slices,8,0.025359792049705194,10,0.03169974006213149,10,0.03169974006213149,0.8,0.8,25.2368
793,Oraganic Lemon Elation Yerba Mate Drink,Go Mango! Organic Dried Mango Slices,4,0.012679896024852597,10,0.03169974006213149,5,0.015849870031065746,0.4,0.8,25.2368
942,"Granola Bar, Fig, Cranberry & Hazelnut",Edamame Hummus,7,0.022189818043492043,8,0.025359792049705194,11,0.03486971406834464,0.875,0.6363636363636364,25.09340909090909
829,Cranberry Pomegranate Sparkling Yerba Mate,Base Cookie Dough Protein Bar,7,0.022189818043492043,11,0.03486971406834464,8,0.025359792049705194,0.6363636363636364,0.875,25.09340909090909
4765,Yerba Mate Sparkling Classic Gold,Yerba Mate Orange Exuberance Tea,7,0.022189818043492043,11,0.03486971406834464,8,0.025359792049705194,0.6363636363636364,0.875,25.09340909090909
