user_id,customer type
193957,0
174116,3
157960,0
33271,0
78718,0
43743,0
22274,0
53394,0
157067,0
139398,0
144405,0
54021,0
86273,0
26859,3
92324,0
125762,0
192722,0
166999,0
136281,0
35065,0
136202,0
2184,0
172553,0
123415,0
192095,0
65770,0
151674,0
16927,0
179107,0
65161,0
38871,2
77126,0
5728,3
818,0
164375,0
103022,0
34065,0
68286,0
166784,0
107711,0
188980,0
189937,0
155836,0
36898,0
87534,0
126425,0
149103,0
130445,0
68370,0
153357,0
172702,0
273,0
166073,0
45423,0
200174,0
135003,0
153766,0
74094,0
22136,0
179886,0
185712,0
143736,0
152821,0
192470,2
130097,0
115762,0
91525,0
186057,0
160151,0
97198,0
202347,0
76056,2
120236,0
137428,0
185931,0
128393,0
147880,0
121051,0
36558,0
27858,0
45196,0
158666,0
205700,2
44133,0
119601,0
8790,0
56676,0
34025,0
140985,0
203175,0
95944,0
170396,0
82831,3
52273,0
6457,0
118244,0
11886,0
22143,0
66389,2
59016,0
104304,0
117356,0
178188,0
172883,0
192381,0
57071,0
116283,0
77265,0
164984,0
129819,0
111666,0
101382,0
105989,0
40800,2
32627,0
174088,0
127870,0
92426,0
107567,0
126404,0
176687,0
190857,0
25974,0
166514,0
27448,0
24650,0
115888,0
94738,0
46699,0
109863,0
80163,2
131526,0
130414,0
82888,0
25879,4
31468,0
145790,0
2741,0
88648,2
130598,0
102958,0
180499,0
159523,0
61705,0
71521,0
11767,0
172370,0
19844,2
89688,2
135582,0
28624,0
181181,0
52516,0
187194,0
177054,0
66359,0
78213,0
188926,0
190672,0
46765,0
109537,0
73248,0
36586,0
77156,0
89990,0
98500,4
160500,0
69402,0
195539,0
14687,0
102812,0
28905,0
54710,0
144654,0
151569,0
135637,0
33520,0
39361,0
139359,2
36437,0
45936,0
151393,0
38565,0
98991,0
76370,0
204469,0
947,0
6084,0
178563,0
11337,0
94507,0
62388,4
69811,0
55948,0
177480,0
125819,0
80266,2
62615,0
14393,0
120458,0
115291,0
34122,3
16706,0
179885,0
11505,0
142808,0
110174,0
20462,0
82516,0
107168,0
158264,0
184743,0
106326,0
59806,0
38826,0
57238,0
63075,0
47416,0
120056,0
41625,0
148724,0
12782,0
38821,0
40393,0
21935,0
15380,0
189553,0
53436,0
194781,0
171981,0
204998,0
98520,0
21384,0
108763,0
28166,0
91812,0
66320,0
121615,0
69352,0
197274,0
6087,0
48517,0
133640,0
181539,0
49036,0
172956,0
192681,0
132856,0
132779,0
172802,0
184580,0
140121,0
78427,0
107532,0
27730,3
15389,0
133054,3
165576,0
97350,0
184806,0
58263,0
176510,0
129871,0
184021,2
41817,0
79465,0
39121,2
41599,0
26361,0
130758,0
52824,0
190091,2
13947,0
54724,0
100408,0
80200,0
195020,0
27195,0
69427,0
42436,0
103593,0
45581,0
76979,0
106956,0
43291,0
87530,0
200348,0
204053,0
26704,0
8397,0
99212,0
199966,0
187558,2
4213,0
33032,0
187560,0
129667,0
29032,0
193469,0
7151,0
172379,0
87842,0
29931,0
167376,0
151443,0
189432,4
90740,0
128742,0
44233,0
13062,0
180810,4
140103,0
23903,0
186203,0
132112,0
62555,0
187551,2
173198,0
102449,0
112336,0
28121,0
16478,0
156800,0
179900,0
122072,0
185131,0
20012,0
164622,0
23372,0
166677,0
118629,0
18973,0
33966,0
32263,0
143945,0
67801,0
129769,0
125702,0
67295,0
13699,0
29945,0
30444,4
56359,0
7972,0
110421,0
78064,0
168883,0
166987,0
188326,2
154092,0
201896,0
29450,0
90650,2
152931,0
127974,0
60126,0
66162,0
15870,0
67494,0
39054,0
163324,3
130925,0
188715,0
185025,0
80081,0
184400,0
31466,0
175233,0
61434,1
8520,0
30136,0
106341,0
64706,2
82970,0
186857,0
18274,0
141212,0
134577,0
152450,0
81678,0
35744,0
5168,0
150015,0
152355,0
105896,4
19146,0
68434,1
95393,0
185180,0
121927,0
130329,0
99805,2
177564,2
11502,0
69022,3
97186,0
144035,0
58540,0
138,0
93998,0
73394,0
163387,0
34799,0
85790,0
78760,0
23237,0
35196,0
110452,0
2061,0
73242,2
65991,0
186538,0
137966,0
27957,0
128686,0
127864,0
131498,0
39398,0
194178,0
90308,0
164224,0
145289,2
145350,0
174380,0
78628,0
183878,0
112921,0
169763,0
32537,0
139399,0
192564,0
6128,0
175560,0
45670,2
185174,0
149400,0
170465,0
114053,0
4848,0
166437,0
89451,0
88830,0
135636,0
34533,0
134124,0
187451,0
43374,0
49117,0
95832,0
137728,0
97556,0
115772,0
114507,0
106481,2
131514,0
184203,0
119494,2
195622,2
132674,0
14493,0
167673,0
26634,0
148347,0
71498,0
124734,0
143899,2
29118,0
154502,0
64832,0
117830,0
9365,0
166529,0
138978,0
129556,0
27121,0
111447,2
170974,0
110693,0
99701,0
192996,0
31446,0
117254,0
123676,0
106476,0
14388,0
2176,0
70551,0
163292,0
114389,0
72404,0
124184,0
155114,0
75509,0
185919,0
148107,0
147487,0
143188,0
36556,0
183036,0
70139,0
2550,0
112534,0
29561,0
175729,0
105197,0
173502,0
60273,0
169418,0
27213,0
50845,0
146641,0
168554,0
49105,0
197828,0
10324,0
32555,0
57277,0
24918,0
131597,0
90294,0
104127,0
94288,0
148721,0
152,2
37817,0
72784,0
127839,0
90576,0
13749,0
88396,0
51828,0
200860,0
78640,0
133735,0
78535,0
45652,0
65215,0
148635,0
167366,3
41692,0
44256,0
37592,1
178843,0
64972,0
112935,0
33255,4
63205,0
133635,0
152122,0
192925,0
146429,0
157382,0
79256,0
100228,0
124839,0
41912,0
46117,0
141927,0
176749,0
105500,0
79943,0
8140,0
6501,0
101850,2
140867,0
102256,0
101539,0
13077,0
62589,0
189858,0
78090,0
168180,0
98123,0
72028,4
169312,0
95339,0
103363,0
85845,0
17398,0
138783,0
28298,0
153267,0
169486,0
15225,0
43758,0
44710,0
201315,4
70503,0
21259,0
173637,0
191099,0
170247,0
86555,0
128479,0
205067,0
36146,0
170045,0
2804,0
116975,0
6527,2
19537,0
125747,0
134641,0
192648,0
125266,0
34278,0
13244,0
167515,0
204286,0
117522,0
31047,0
23514,0
57557,0
200960,0
151186,2
89196,0
159210,0
132519,2
128231,0
33669,2
2433,0
85719,0
91284,0
65156,0
7827,0
191318,0
97791,0
147843,0
84581,0
44769,2
92766,0
183703,0
75471,0
181262,3
85870,0
158114,0
122707,0
41689,0
59252,0
71164,0
202504,0
119249,0
100660,0
187251,0
109934,2
74034,0
31752,0
198252,0
76317,0
122564,0
28243,0
171070,2
123767,0
48290,0
203502,0
158080,0
80048,0
112292,0
141634,2
111351,0
115196,0
179276,0
79712,0
31203,0
89488,0
182414,0
140419,0
151113,0
162616,0
135226,0
184835,0
50053,0
31700,0
56271,0
178342,0
202294,2
22784,0
42951,0
22686,0
97463,0
30437,0
41438,0
133385,0
174793,0
104864,0
79040,0
193992,0
40206,0
21911,0
25770,0
48973,0
2534,0
171577,0
172693,0
77791,0
132383,0
76367,0
24667,0
49263,2
181729,1
93420,0
21522,0
89110,0
127034,0
123366,0
21571,0
182975,0
35972,0
16237,0
25422,0
418,0
103950,0
136926,0
30519,0
185330,0
59447,0
13697,0
111058,0
13072,0
125460,0
5346,0
203889,0
51667,0
103714,0
154915,2
166273,0
46463,0
196524,0
145884,0
143962,0
159651,0
98176,0
96077,0
42814,0
92093,0
150472,0
89644,0
109858,0
107801,0
89771,0
73645,3
150001,0
1386,0
17198,2
82521,0
14171,0
150516,0
169651,0
71688,0
188575,0
7036,0
127046,0
131800,0
44598,3
87077,0
53812,0
81691,0
190133,0
17990,0
171138,0
98345,0
145664,0
84264,0
175813,2
86445,0
151621,0
119416,0
61136,0
53614,0
83716,0
97079,0
23075,0
45628,3
72190,0
177343,0
62911,0
113689,0
62683,0
186521,0
158674,0
104640,0
118853,0
183058,0
36115,0
153721,0
111410,0
101329,0
4840,0
71660,0
119996,0
49093,0
15387,0
117259,0
32866,0
79122,0
163191,0
104292,0
157724,0
39992,0
191927,0
94438,0
27974,0
157327,0
117128,0
2405,0
203041,0
49799,0
1613,0
135760,0
54151,0
186387,2
109917,0
28371,0
29809,0
202223,0
159932,0
27764,0
104439,0
106169,0
77318,0
188945,0
127606,0
69083,0
111063,2
171627,0
112445,0
191950,0
116733,0
39409,0
39202,0
160282,0
185513,0
159279,0
203215,0
47951,0
33694,0
147716,0
178827,0
50528,0
110911,0
170791,0
131668,0
74081,0
186242,0
75105,0
49984,0
103306,0
173288,0
102038,0
112821,0
50396,0
167671,0
2577,0
54268,0
154862,0
206140,0
40639,0
131898,0
172015,0
200778,0
117627,0
126007,0
76804,0
152232,0
69912,0
197124,0
1915,0
42,0
126185,0
120319,0
5645,0
66606,0
111979,0
100481,0
140099,0
184931,3
46345,0
16692,0
199445,0
138182,0
122246,0
174712,0
102932,0
187848,0
165148,0
201926,0
154500,0
54400,2
117402,0
140009,0
73503,0
79510,0
126042,0
2180,0
22932,0
155803,0
95575,0
173718,0
122366,0
66466,0
167085,0
49218,0
195270,0
185088,0
100600,0
86385,0
177595,0
39509,0
172891,4
5060,0
122104,0
83497,0
87111,2
192510,0
196991,0
70366,0
122644,0
149375,0
77445,0
31780,0
103562,0
29907,0
189055,0
119067,4
197088,0
155938,0
37549,0
106263,0
88762,0
146548,0
36938,0
106771,0
63232,0
19444,0
64658,0
139413,0
106118,0
141898,0
62977,0
78418,0
145550,0
80767,0
28965,0
17093,0
149209,0
197369,3
29602,0
166494,0
44507,0
156843,0
110708,0
86645,0
144137,0
95369,0
35662,2
92847,0
61221,3
190800,0
129731,0
192745,0
137523,0
77848,0
21183,0
18887,0
108629,0
140569,0
188734,0
172642,0
35790,0
148800,0
152759,0
143530,0
183539,0
181713,0
74818,0
34640,2
61158,0
150180,0
191632,0
118,0
32166,0
148247,0
156709,0
148624,0
163055,0
91602,0
144995,0
90643,0
58929,0
28612,0
19848,0
60208,3
26502,0
202668,0
72777,0
204814,0
21480,2
168528,0
153966,0
145526,0
89016,0
133872,0
45774,2
118537,0
34193,0
106708,0
118208,0
139823,0
199994,2
158446,0
37424,0
16629,0
198759,0
72452,0
53022,0
10067,0
148940,0
178964,0
180821,0
106141,0
86637,0
67503,0
169669,0
50886,0
145529,0
56538,0
199180,0
139403,0
168638,0
66759,0
63384,0
64225,0
118436,0
64596,0
112467,0
200793,0
191769,0
181676,0
50055,0
193130,2
114009,0
62267,0
196606,0
143301,0
72540,0
53026,0
178966,0
115539,0
5578,0
47643,0
27947,0
169704,0
153544,0
19952,0
192165,0
69605,2
5916,0
175757,0
143223,0
275,0
90461,0
69354,0
204311,0
144280,0
91550,0
73986,0
101127,0
156653,0
193568,0
127649,0
124273,0
82373,0
9679,0
181960,0
202992,0
32033,0
61516,0
198734,4
190696,0
106436,0
69159,0
183279,2
16964,0
7806,0
83873,4
19609,0
111631,0
103698,0
190239,0
6546,0
112365,0
146497,0
161598,0
180435,0
166948,0
70541,0
204399,0
20720,0
33265,0
110528,0
50761,2
48635,0
63447,0
136193,0
133861,0
197318,0
117070,0
76717,0
166081,0
97783,0
90285,0
51700,0
193178,0
175183,0
184854,0
1249,0
83432,0
96091,0
81485,0
38643,0
191739,0
173293,2
164715,0
156721,0
34357,0
165788,0
126000,0
97056,0
21469,0
153338,0
151972,0
193236,0
935,0
143154,4
104316,2
134642,0
154597,0
74935,0
105885,0
30079,2
18685,0
174900,0
18076,0
158746,0
136987,0
182709,0
143695,0
163428,0
111490,0
167378,0
186706,0
63668,0
84197,0
205028,0
24063,2
11261,0
58589,0
163106,0
4354,0
44726,0
11851,0
37687,0
14489,0
49747,2
94804,2
133469,0
182554,2
63660,0
159836,0
58855,0
9326,2
47806,0
36731,0
134671,0
144297,0
86640,0
103166,0
182056,0
180515,0
20770,0
193742,0
160927,0
178395,0
17547,0
170370,0
92684,0
129364,0
201267,0
149526,0
91467,0
98895,2
52101,0
82307,0
35590,0
86680,0
35442,0
12938,0
140754,0
5331,0
126715,0
193099,0
129866,0
192979,0
160244,0
140499,0
28496,0
175286,0
98286,0
153853,0
21779,0
112626,0
115417,0
159698,0
99817,0
62871,0
197319,0
156376,0
43536,0
194834,0
104877,0
80267,0
141325,0
46640,0
69419,0
59055,0
55522,0
108239,0
155236,0
110196,0
174021,0
155178,0
47469,0
181702,0
187992,0
173951,0
6724,0
106532,0
77871,0
147659,0
38048,0
16205,0
110694,2
181443,0
125729,2
118333,0
162812,0
137378,0
155478,2
189355,0
67214,0
26337,0
14689,0
22294,0
140847,0
186717,0
11818,0
37638,0
34896,0
65287,0
15868,0
59951,0
149942,2
33202,0
95066,0
196138,0
84169,0
72674,0
4392,0
98479,0
184001,0
177020,0
110045,0
157766,0
165624,0
141878,0
14742,0
160264,0
98065,2
23361,0
31916,0
61505,0
168957,0
130465,0
10477,0
176520,0
194927,0
98798,0
49752,0
196014,0
17633,0
54599,2
120340,0
101547,0
129355,0
95638,0
40218,0
48384,0
132453,0
171661,2
22008,0
86047,4
88010,0
8288,0
132941,0
172224,0
129671,0
152743,0
181124,3
130808,0
169031,0
119261,0
138569,0
91745,0
97914,0
107025,0
194670,2
105944,0
107783,0
195193,0
116604,0
84038,0
70360,0
86410,0
194573,0
78224,0
120055,0
195138,2
132718,0
17325,0
109478,3
56935,0
199908,1
77383,0
69368,0
171724,2
82906,0
125992,0
186773,2
19835,0
61802,2
73526,0
101063,0
32084,4
164592,0
39770,0
119240,0
137492,0
121943,2
87800,0
66482,0
98073,0
36587,0
131797,4
125222,0
194152,4
56819,0
99500,0
172564,0
111593,0
144182,0
169658,0
145372,0
74245,0
178146,0
109306,0
122173,0
119330,0
168817,0
181866,0
36622,0
154907,0
107865,0
177803,0
5309,0
179405,2
153990,0
72062,0
108279,2
110917,0
119799,0
49689,2
23838,0
187879,0
69826,0
98143,0
101161,0
150136,0
198305,0
70367,0
12429,0
99379,0
87607,0
7809,0
182501,0
110553,0
114921,0
137395,0
16715,0
45239,0
191609,0
90813,0
3215,2
39836,0
41767,0
108843,0
162857,0
113519,2
165075,0
143471,0
102650,0
194972,0
101784,0
40208,0
169760,0
171383,0
28461,0
67874,0
189353,0
195808,0
183151,0
13250,0
122483,0
67160,0
156983,0
127977,0
110800,0
168689,0
35096,0
153108,0
22416,0
120839,3
97467,0
107808,0
4048,0
45284,2
159479,0
21422,0
199845,0
7635,0
41219,0
159839,0
60713,2
48443,0
117210,0
13501,0
46227,0
1697,0
16902,0
101824,0
91868,0
103688,0
20900,0
110783,0
13761,0
197460,0
85005,0
94006,0
189093,4
22205,0
130342,4
192191,0
194094,0
104300,0
128922,0
148408,0
201940,0
153706,0
177313,0
122733,0
29423,0
58736,0
9793,0
20106,0
29024,0
61178,0
56582,0
86754,0
71821,0
106773,0
172221,0
4133,0
203975,0
65122,2
150326,0
194501,0
142607,0
108271,0
79509,0
99029,0
81093,0
15363,0
195424,0
79816,0
121567,0
123373,0
69121,0
91472,0
182383,0
91953,0
47396,0
80306,0
50809,4
61657,0
69101,2
68728,0
177032,0
114664,2
175635,0
1436,0
140039,0
63215,0
114278,0
89009,0
113238,2
194449,0
143336,0
104919,0
151571,0
124192,0
140205,0
128777,0
1335,0
189471,0
12805,0
95490,0
156903,3
168514,0
154346,0
199601,2
145083,0
77086,0
203063,0
54536,0
54490,0
178948,0
56863,0
28881,0
178909,0
23508,0
21347,0
88458,0
102019,0
3214,0
81164,2
198544,0
83130,0
204832,0
3726,0
204390,0
57574,0
37405,0
124334,0
14230,0
134934,0
149360,0
183492,0
199242,0
171841,0
146469,0
157709,0
195568,0
157363,0
110016,0
122798,0
115701,0
106077,0
16952,0
9511,0
10737,0
88328,0
152946,0
203528,2
132776,0
127859,0
52125,0
204870,0
100842,0
108639,0
95885,0
120521,0
96292,0
53659,0
12667,0
196532,0
14106,0
102928,0
145885,0
2765,0
54421,0
59546,0
57573,2
47253,0
110156,0
150429,0
114596,0
193612,0
114001,0
122119,0
88956,0
34313,0
32603,0
116103,0
125633,0
17544,0
135429,0
20711,0
94510,0
198488,0
204203,0
126645,0
194219,0
7707,0
17293,0
37673,0
115706,0
135975,0
90509,0
175075,0
64102,0
188200,0
151664,0
181086,0
171868,0
15499,0
6650,2
202179,0
184450,0
188728,0
139679,0
113565,0
2974,2
194039,0
127773,0
10744,2
17416,0
125562,0
153965,0
21026,0
126053,0
204791,0
24008,0
2446,0
104606,4
102536,0
3452,0
203592,0
132022,2
15813,2
59965,0
103937,0
178929,2
165810,2
156184,0
138590,0
129792,0
90941,0
124501,2
82679,0
157241,0
75244,0
129458,2
120945,0
20533,0
106025,0
171882,0
69528,0
118419,0
45003,0
89785,0
195060,0
88338,0
96247,0
23932,0
50389,0
183239,0
75685,0
148788,0
21209,0
125933,0
174988,0
96475,0
194011,0
164346,0
63263,0
55713,2
130179,2
97078,0
29657,0
131791,0
170449,0
169406,2
60688,0
86399,0
80325,0
204887,2
141671,0
9423,0
196665,0
7262,0
50212,0
113646,0
194708,2
152538,0
171888,4
24531,3
190030,0
159152,4
195420,0
1556,0
53276,0
58215,0
182103,0
195970,0
138952,0
119565,0
175143,0
34636,0
82004,0
124368,0
17748,0
14480,0
118685,0
162538,2
188899,0
70929,0
113398,0
181936,0
65742,0
34732,0
202333,0
201625,0
149093,0
151973,0
77922,0
185305,2
98278,0
18606,0
61999,0
82883,0
48321,0
144033,0
49043,0
91,0
152226,0
204853,0
180290,0
88027,0
149444,2
124656,0
29332,0
176388,2
153147,0
38485,0
44688,0
177423,0
198683,0
75637,0
143253,0
60764,0
132892,0
184736,3
93748,0
184420,0
89955,0
105580,0
141083,0
159458,0
20509,0
140883,1
175746,0
25019,0
117555,0
109415,0
136588,0
163517,0
106247,0
195331,0
190540,0
135272,0
21718,0
180218,0
73283,0
129516,0
59038,0
132173,3
146026,0
76584,0
130152,2
54155,0
201733,0
4653,0
25059,0
23223,0
169558,0
93656,0
108128,3
42486,0
158572,0
102193,3
107264,0
27832,0
68594,0
49711,0
137435,2
149497,0
128785,0
191940,0
2899,0
79570,2
58674,0
194051,3
12627,0
165896,0
35551,0
145792,0
3629,0
99052,3
80635,0
21016,0
94726,0
35561,0
152990,0
170467,0
68937,0
14494,0
89214,0
153769,0
202568,0
205622,0
90267,0
135405,0
104177,0
158013,0
126193,0
11557,0
54588,0
184388,0
202639,2
152753,0
164626,0
56674,0
47658,0
29283,0
174801,0
94539,0
109315,0
78626,0
75739,0
85995,0
67002,0
136045,0
59876,0
202876,0
167289,0
84875,0
154506,0
21146,0
72468,0
196257,0
75315,0
205495,0
45869,0
4388,0
24282,0
28484,0
134012,0
166114,0
29234,0
132882,0
198599,0
23391,0
36361,0
33330,0
171113,0
21625,0
998,0
7278,0
91572,0
155641,0
37159,0
97954,0
107759,0
12687,0
147050,0
121125,0
1196,0
97624,2
37971,0
26456,0
150453,0
72162,0
176807,0
27126,0
199287,4
186931,0
28320,0
74287,0
63726,0
133709,0
192516,0
201397,0
133962,0
94102,0
167954,0
116713,0
55778,0
79077,0
198918,0
142769,0
163247,0
184049,0
18307,0
132922,0
122800,0
47895,0
191560,0
81633,0
23479,4
49456,0
94762,0
127998,0
137080,0
66599,2
105850,0
46782,0
50930,0
86483,0
14846,0
51868,0
52400,0
43231,0
163154,0
54893,0
124801,0
139706,0
140975,0
202858,0
50624,0
103318,0
146590,0
37174,0
94348,2
93931,0
201916,0
118755,2
133650,0
92226,0
56931,0
201937,2
47727,0
161561,0
97561,0
89152,0
161514,0
182215,0
41392,4
41548,0
50247,0
159574,0
164119,0
171395,0
38778,0
60935,0
71729,0
101261,0
65820,2
12652,0
154634,0
199072,0
199864,0
173384,0
90313,0
161903,0
131530,0
116874,0
92530,0
98655,2
99405,0
118987,0
113690,0
82652,0
114189,0
88000,0
131066,0
177431,0
88806,0
145144,0
2410,0
15370,0
51010,0
192490,0
65585,0
74001,0
184486,0
193177,0
91712,0
33442,0
18904,0
126945,0
21617,0
109870,0
44975,0
180252,0
8455,0
80914,0
172034,0
110715,0
200878,0
75912,0
37773,0
91575,0
145483,0
27907,0
171364,0
180,0
11844,0
151747,0
163773,0
56594,0
150671,0
73506,0
105418,2
104999,0
162049,0
74463,0
118178,0
148024,0
166402,0
57009,0
67189,0
141574,0
118646,0
193520,0
124469,0
154209,0
101537,0
202660,0
97060,0
57516,0
177960,0
46688,0
2563,0
143990,0
158202,0
47542,0
169962,0
24741,0
71930,0
182191,0
20144,0
41783,0
32574,0
149706,0
99443,0
56958,0
87214,0
36213,0
89586,0
149684,0
90520,0
16578,0
49750,0
60067,0
120648,4
126936,0
170876,0
138999,0
125294,0
137349,0
20179,0
148786,0
61579,0
103218,0
52132,0
180258,0
11480,0
49393,0
84839,0
27984,0
102845,0
61623,0
117063,2
23418,0
7438,0
127897,0
96218,0
28541,2
54547,0
191474,0
166270,0
51952,0
16775,0
79066,0
187113,0
35690,2
5367,0
15545,0
17825,0
109031,0
89841,0
135650,0
127712,0
122095,0
178185,0
15212,2
19455,0
10358,3
134175,0
15412,0
95757,2
38204,0
164164,0
111022,0
77728,0
109347,0
78822,0
160656,0
54716,0
38982,0
186019,0
86537,0
47403,0
180075,0
167535,0
55674,0
76241,0
149678,2
149107,0
42111,0
21797,0
56398,0
172140,0
187471,0
84469,0
122730,0
52061,0
36040,0
92452,2
49064,0
53339,0
49183,0
34749,0
9157,0
205635,0
116569,3
108074,0
47282,0
1979,0
161074,0
24396,0
90708,0
44301,0
92124,0
88361,2
37127,0
172979,0
122942,0
2984,0
11170,0
134760,0
93828,0
124753,0
186537,2
190519,0
85886,0
134463,0
196417,0
80503,0
45396,0
126896,0
141636,0
11693,0
40691,0
137297,0
9925,0
128325,0
109472,0
10595,0
36047,0
178009,0
92216,0
88450,0
185441,3
7385,2
161374,0
30843,0
68568,2
146655,0
204858,0
183179,0
204951,0
57715,0
164585,0
80095,2
126313,0
42900,0
71863,0
144802,0
112682,0
42344,0
124034,0
32578,0
166495,0
125207,0
205729,0
3659,0
80226,0
86512,0
198630,0
24589,0
101080,0
157298,0
131314,2
51992,0
184247,0
148777,0
191995,0
141342,0
26093,0
195450,0
76515,0
13222,0
189565,0
46606,0
201741,0
46363,0
127050,0
6754,0
121274,2
92602,0
186295,0
129997,2
96093,0
189601,0
44608,4
5446,2
129141,2
125394,0
53800,0
201560,0
52121,2
45167,0
201891,0
195657,0
96192,0
172751,0
121342,0
24406,0
129762,0
73126,0
162196,0
200622,0
76240,0
2487,0
80741,2
36541,0
151666,0
178030,0
138183,0
110972,0
198236,0
177224,0
163152,0
160715,0
147095,0
20563,0
202118,0
164964,0
36667,0
123152,0
35879,0
136928,0
165230,0
59848,0
80551,0
181137,0
194512,0
91720,0
81615,0
29096,0
183362,0
105452,0
176035,0
73175,0
160745,0
146946,0
174706,0
172372,0
124216,0
77644,0
196973,0
154295,0
18584,0
125690,0
134991,0
175485,0
91586,0
54451,0
31849,0
29519,0
90021,0
43326,0
41696,0
9694,0
28799,0
41941,0
74492,0
106925,0
118129,0
130180,0
24084,0
85115,0
155116,0
175147,0
43630,0
183808,0
186309,0
177526,3
86358,0
63388,0
146520,0
47988,0
89580,0
152389,0
105422,0
79095,0
76743,0
18007,0
49096,0
94952,0
174287,0
89845,0
113370,0
77965,0
193229,0
162819,0
41346,0
153529,0
136950,0
122861,0
67807,0
156595,0
106485,0
34781,0
70531,0
58586,0
183734,0
11717,0
126383,0
203294,0
84890,0
197710,0
131131,0
39329,0
115622,0
7610,0
165154,0
7453,4
7102,0
369,0
6640,0
50634,0
171582,0
185406,0
192607,0
46538,0
30147,0
162412,0
24761,2
58877,0
40648,0
101209,0
164609,0
179699,0
105527,0
116267,0
135563,0
170351,0
204680,0
54422,0
18933,2
185038,0
103049,0
96889,0
173059,0
160995,0
48581,0
15301,0
55103,0
21180,0
32269,0
81952,0
155077,0
139265,0
39016,0
189425,0
11241,0
103030,0
96160,0
164275,0
140018,0
66376,2
78859,0
84933,0
157595,0
170767,3
91136,0
85044,0
1759,0
182529,0
14800,0
135156,0
71884,0
4284,0
108387,0
58618,0
118482,0
109087,0
148618,0
2930,0
143311,0
67105,0
103402,0
122709,0
3936,0
201674,0
10141,0
121846,0
54292,0
126990,0
97108,0
64194,0
50907,0
184361,0
71097,0
156402,0
40003,0
21436,0
201534,0
128727,0
141697,0
161764,3
2889,0
34607,0
188935,0
205523,0
107996,0
8346,0
73734,3
17759,0
17391,0
122864,0
106154,0
182444,0
163153,0
64701,0
143302,0
7792,0
84249,0
11778,0
21598,0
102743,0
48882,0
23863,0
89113,2
191913,0
122437,0
1975,0
157112,0
136069,0
140400,0
145520,2
120906,0
16389,0
200087,0
85512,0
197705,0
108432,0
62084,0
67243,0
26829,0
197884,2
6901,0
107943,0
147900,0
172405,0
154175,0
21704,0
39000,0
33811,2
73002,0
127105,0
71492,0
86297,0
201985,2
176456,0
194945,4
67749,0
144643,0
109211,0
87583,0
59809,0
43487,0
86190,0
109926,2
38496,0
177171,0
9459,0
27965,0
10071,0
168224,0
127448,0
102189,0
99694,0
25831,0
204325,0
202592,0
178703,0
196264,0
25873,0
163862,0
22906,0
167411,0
15384,0
1824,0
37929,0
132640,0
120526,0
121971,0
83879,0
63890,0
97240,3
83055,0
169386,0
98481,0
163911,0
83722,0
189942,0
109897,0
64593,0
114772,0
68857,0
127730,0
28136,0
108815,0
170705,0
141948,0
20019,0
118470,0
174788,0
8441,0
14289,0
171542,2
96395,0
171389,0
143346,0
135169,4
63554,0
147257,0
84268,0
24075,4
44415,0
134986,0
189559,2
150125,0
7587,0
110607,0
13845,0
32418,0
